Barrio,Tipo de Inmueble,Estado,Antigüedad,Área Construida (m2),Área Privada (m2),Estrato,Baños,Habitaciones,Parqueaderos,Piso N°,Barrio_clean,Barrio_group,Piso_cat
Loma de los bernal,Apartamento,Usado,1 a 8 años,70.0,70.0,5.0,2,3,1,16,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
Colasania,Apartamento,Usado,9 a 15 años,135.0,135.0,6.0,3,2,2,2,COLASANIA,COLASANIA,2
Loma del Indio,Apartamento,Usado,16 a 30 años,110.0,110.0,6.0,3,3,1,13,LOMA DEL INDIO,LOMA DEL INDIO,missing
El Poblado,Apartamento,Buen estado,1 a 8 años,122.0,122.0,6.0,1,3,2,5,EL POBLADO,EL POBLADO,3+
El Poblado,Casa,Usado,16 a 30 años,283.0,283.0,6.0,5,3,2,1,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,70.0,70.0,5.0,2,3,1,3,EL POBLADO,EL POBLADO,missing
Calasanz,Apartamento,Usado,16 a 30 años,70.0,70.0,4.0,2,3,1,3,CALASANZ,CALASANZ,missing
Robledo,Apartaestudio,Usado,más de 30 años,35.0,35.0,2.0,1,1,0,2,ROBLEDO,ROBLEDO,2
El Poblado,Apartamento,Usado,1 a 8 años,72.0,72.0,6.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
San joaquin,Apartaestudio,Usado,1 a 8 años,25.0,25.0,4.0,1,1,0,1,SAN JOAQUIN,SAN JOAQUIN,1
El Poblado,Apartamento,Usado,1 a 8 años,100.0,100.0,5.0,2,2,1,8,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,1 a 8 años,8600.0,8600.0,5.0,2,3,0,2,EL POBLADO,EL POBLADO,missing
Belén Altavista,Apartamento,Usado,menor a 1 año,35.0,35.0,2.0,1,2,0,4,BELEN ALTAVISTA,BELEN ALTAVISTA,missing
Castropol,Casa,Usado,16 a 30 años,230.0,230.0,5.0,5,4,1,1,CASTROPOL,CASTROPOL,missing
Robledo,Apartamento,Usado,más de 30 años,70.0,70.0,3.0,2,3,0,3,ROBLEDO,ROBLEDO,3+
Los Balsos,Apartamento,Usado,9 a 15 años,187.0,187.0,6.0,5,3,2,1,LOS BALSOS,LOS BALSOS,missing
Laureles,Apartamento,Usado,16 a 30 años,70.0,70.0,5.0,2,2,1,4,LAURELES,LAURELES,3+
Centro,Apartamento,Nuevo,16 a 30 años,75.0,75.0,4.0,2,3,0,4,CENTRO,CENTRO,3+
Vía Las Palmas,Apartamento,Usado,16 a 30 años,74.0,74.0,6.0,2,2,1,6,VIA LAS PALMAS,VIA LAS PALMAS,3+
El Poblado,Apartamento,Usado,9 a 15 años,65.0,65.0,6.0,2,3,0,9,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,60.0,60.0,4.0,2,2,1,6,EL POBLADO,EL POBLADO,missing
La castellana,Apartaestudio,Usado,16 a 30 años,40.0,40.0,5.0,2,1,1,2,LA CASTELLANA,LA CASTELLANA,2
Asomadera no2,Apartamento,Usado,16 a 30 años,500.0,500.0,6.0,6,5,2,3,ASOMADERA NO2,ASOMADERA NO2,missing
Estadio,Apartaestudio,Usado,16 a 30 años,45.0,45.0,5.0,1,1,0,2,ESTADIO,ESTADIO,missing
El Poblado,Apartamento,Excelente estado,16 a 30 años,74.0,74.0,4.0,2,3,2,11,EL POBLADO,EL POBLADO,missing
Belén,Apartamento,Usado,1 a 8 años,57.0,57.0,3.0,2,3,1,5,BELEN,BELEN,3+
El tesoro,Apartamento,Usado,1 a 8 años,220.0,220.0,6.0,4,3,2,6,EL TESORO,EL TESORO,3+
Buenos aires,Apartamento,Usado,más de 30 años,90.0,90.0,4.0,3,5,0,2,BUENOS AIRES,BUENOS AIRES,2
Villa hermosa,Apartaestudio,Usado,más de 30 años,30.0,30.0,3.0,1,1,0,1,VILLA HERMOSA,VILLA HERMOSA,1
El Poblado,Apartamento,Buen estado,1 a 8 años,104.0,104.0,6.0,3,2,3,18,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,16 a 30 años,80.0,80.0,3.0,2,2,0,3,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,menor a 1 año,79.0,79.0,6.0,3,2,1,4,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,136.0,136.0,6.0,2,3,2,6,EL POBLADO,EL POBLADO,missing
El Poblado,Casa,Usado,1 a 8 años,140.0,140.0,6.0,3,5,0,1,EL POBLADO,EL POBLADO,missing
Ciudad del Río,Apartamento,Usado,menor a 1 año,121.0,121.0,5.0,3,3,2,11,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
Belén,Apartamento,Usado,menor a 1 año,80.0,80.0,5.0,2,3,0,3,BELEN,BELEN,3+
Las palmas,Apartamento,Usado,1 a 8 años,288.0,288.0,6.0,4,3,3,18,LAS PALMAS,LAS PALMAS,3+
Belén,Apartamento,Usado,menor a 1 año,73.0,73.0,4.0,2,3,1,4,BELEN,BELEN,missing
El Poblado,Apartamento,Usado,16 a 30 años,80.0,80.0,6.0,2,2,2,2,EL POBLADO,EL POBLADO,2
Pajarito,Apartamento,Usado,1 a 8 años,49.0,49.0,3.0,1,3,0,3,PAJARITO,PAJARITO,missing
El Poblado,Apartamento,Usado,16 a 30 años,70.0,70.0,6.0,2,3,1,3,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Buen estado,más de 30 años,163.0,163.0,6.0,1,3,2,4,EL POBLADO,EL POBLADO,3+
Calasanz,Apartaestudio,Usado,1 a 8 años,70.0,70.0,3.0,2,1,0,3,CALASANZ,CALASANZ,3+
Las palmas,Apartamento,Usado,1 a 8 años,70.0,70.0,5.0,2,2,1,10,LAS PALMAS,LAS PALMAS,missing
Ciudad del Río,Apartamento,Usado,1 a 8 años,65.0,65.0,4.0,2,2,1,5,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
Belén Aliadas,Apartaestudio,Usado,16 a 30 años,12.0,12.0,5.0,1,2,0,1,BELEN ALIADAS,BELEN ALIADAS,1
Santa lucia,Casa,Usado,menor a 1 año,80.0,80.0,3.0,2,3,0,1,SANTA LUCIA,SANTA LUCIA,missing
El Poblado,Apartamento,Usado,más de 30 años,60.0,60.0,5.0,2,2,0,6,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,115.0,115.0,6.0,3,2,2,5,EL POBLADO,EL POBLADO,missing
Belén Las violetas,Apartamento,Usado,16 a 30 años,70.0,70.0,3.0,1,3,0,1,BELEN LAS VIOLETAS,OTROS,1
Campo amor,Apartamento,Usado,1 a 8 años,66.0,66.0,4.0,2,3,0,4,CAMPO AMOR,CAMPO AMOR,missing
Belén,Apartamento,Buen estado,16 a 30 años,80.0,80.0,5.0,2,3,1,1,BELEN,BELEN,1
Los Balsos,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,3,3,1,5,LOS BALSOS,LOS BALSOS,missing
Villa hermosa,Apartaestudio,Usado,más de 30 años,2200.0,2200.0,4.0,5,8,1,1,VILLA HERMOSA,VILLA HERMOSA,1
Belén San Bernardo,Apartamento,Usado,menor a 1 año,110.0,110.0,3.0,2,3,0,24,BELEN SAN BERNARDO,BELEN SAN BERNARDO,missing
Loma del Indio,Apartamento,Buen estado,9 a 15 años,56.0,56.0,4.0,2,3,1,6,LOMA DEL INDIO,LOMA DEL INDIO,3+
La america,Apartamento,Usado,más de 30 años,85.0,85.0,3.0,2,2,0,4,LA AMERICA,LA AMERICA,3+
San Lucas,Apartamento,Usado,16 a 30 años,104.0,104.0,6.0,3,2,2,11,SAN LUCAS,SAN LUCAS,3+
Las palmas,Apartamento,Usado,1 a 8 años,2594.0,2594.0,5.0,3,3,2,10,LAS PALMAS,LAS PALMAS,missing
Guayabal,Apartamento,Usado,1 a 8 años,75.0,75.0,4.0,2,3,0,1,GUAYABAL,GUAYABAL,1
El Poblado,Apartamento,Usado,16 a 30 años,60.0,60.0,5.0,1,1,1,6,EL POBLADO,EL POBLADO,missing
Santo domingo savio no1,Casa,Usado,9 a 15 años,40000.0,40000.0,4.0,5,4,3,1,SANTO DOMINGO SAVIO NO1,OTROS,missing
Los colores,Apartamento,Usado,más de 30 años,60.0,60.0,4.0,2,3,1,15,LOS COLORES,LOS COLORES,3+
Belén,Apartamento,Usado,16 a 30 años,65.0,65.0,4.0,1,2,1,4,BELEN,BELEN,missing
Belén,Casa,Usado,16 a 30 años,200.0,200.0,5.0,3,4,0,2,BELEN,BELEN,2
Cristo rey,Apartaestudio,Usado,1 a 8 años,50.0,50.0,3.0,1,1,0,4,CRISTO REY,CRISTO REY,missing
Robledo,Apartamento,Usado,16 a 30 años,65.0,65.0,3.0,2,2,0,3,ROBLEDO,ROBLEDO,3+
El Poblado,Apartamento,Usado,más de 30 años,158.0,158.0,6.0,4,3,1,5,EL POBLADO,EL POBLADO,missing
Cabañas,Apartamento,Usado,16 a 30 años,65.0,65.0,3.0,1,3,0,2,CABANAS,OTROS,missing
Laureles,Apartamento,Usado,16 a 30 años,87.0,87.0,5.0,2,3,1,10,LAURELES,LAURELES,missing
Laureles,Apartamento,Usado,16 a 30 años,105.0,105.0,5.0,3,3,1,5,LAURELES,LAURELES,missing
Florida nueva,Casa,Usado,16 a 30 años,94.2,94.2,5.0,2,4,0,1,FLORIDA NUEVA,FLORIDA NUEVA,missing
La milagrosa,Apartamento,Usado,9 a 15 años,68.0,68.0,3.0,2,3,0,5,LA MILAGROSA,LA MILAGROSA,missing
Belén,Apartamento,Usado,16 a 30 años,65.0,65.0,5.0,2,3,1,18,BELEN,BELEN,3+
Los colores,Apartamento,Usado,9 a 15 años,125.0,125.0,5.0,2,3,1,4,LOS COLORES,LOS COLORES,3+
Laureles,Apartamento,Usado,16 a 30 años,75.0,75.0,5.0,2,2,2,5,LAURELES,LAURELES,3+
Robledo,Apartamento,Usado,1 a 8 años,58.0,58.0,3.0,2,3,1,11,ROBLEDO,ROBLEDO,3+
El Poblado,Apartamento,Usado,1 a 8 años,70.0,70.0,6.0,2,2,1,13,EL POBLADO,EL POBLADO,3+
Belén,Apartamento,Usado,16 a 30 años,70.0,70.0,5.0,2,2,0,10,BELEN,BELEN,missing
Loma de los bernal,Apartamento,Usado,1 a 8 años,120.0,120.0,5.0,2,3,1,2,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,2
La castellana,Apartamento,Usado,16 a 30 años,80.0,80.0,6.0,2,3,1,9,LA CASTELLANA,LA CASTELLANA,3+
El Poblado,Apartamento,Buen estado,1 a 8 años,127.0,127.0,6.0,2,3,2,10,EL POBLADO,EL POBLADO,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,74.0,74.0,4.0,2,3,1,10,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
El tesoro,Casa,Usado,9 a 15 años,430.0,430.0,6.0,4,3,5,1,EL TESORO,EL TESORO,1
Villa hermosa,Apartaestudio,Nuevo,menor a 1 año,31.0,31.0,4.0,1,1,0,2,VILLA HERMOSA,VILLA HERMOSA,2
Calasanz,Apartamento,Usado,9 a 15 años,65.0,65.0,3.0,2,2,0,5,CALASANZ,CALASANZ,missing
Las brujas,Apartamento,Usado,9 a 15 años,164.0,164.0,5.0,3,3,1,8,LAS BRUJAS,OTROS,3+
Belén,Casa,Usado,1 a 8 años,70.0,70.0,3.0,2,3,1,1,BELEN,BELEN,1
El Poblado,Apartamento,Buen estado,9 a 15 años,103.0,103.0,6.0,2,2,2,5,EL POBLADO,EL POBLADO,3+
Belén Las mercedes,Apartamento,Usado,9 a 15 años,55.0,55.0,4.0,1,2,1,3,BELEN LAS MERCEDES,BELEN LAS MERCEDES,missing
Las palmas ,Apartamento,Nuevo,1 a 8 años,30.0,30.0,3.0,1,2,0,2,LAS PALMAS,LAS PALMAS,2
Robledo,Apartamento,Usado,1 a 8 años,76.0,76.0,4.0,2,2,1,1,ROBLEDO,ROBLEDO,1
Calasanz,Apartamento,Usado,9 a 15 años,55.0,55.0,4.0,2,2,1,3,CALASANZ,CALASANZ,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,105.0,105.0,5.0,3,3,2,5,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Villa hermosa,Apartaestudio,Nuevo,menor a 1 año,19.0,19.0,4.0,1,1,0,3,VILLA HERMOSA,VILLA HERMOSA,3+
El Poblado,Apartamento,Buen estado,1 a 8 años,72.0,72.0,6.0,1,1,1,13,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,45.0,45.0,6.0,1,1,0,5,EL POBLADO,EL POBLADO,3+
Vía Las Palmas,Apartamento,Excelente estado,1 a 8 años,75.0,75.0,5.0,2,3,1,18,VIA LAS PALMAS,VIA LAS PALMAS,3+
Loma del Indio,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,3,1,4,LOMA DEL INDIO,LOMA DEL INDIO,3+
El Poblado,Apartamento,Usado,9 a 15 años,320.0,320.0,6.0,4,3,3,1,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Usado,16 a 30 años,165.0,165.0,5.0,3,4,2,3,LAURELES,LAURELES,3+
El nogal- los almendros,Apartamento,Usado,menor a 1 año,160.0,160.0,5.0,3,3,0,3,EL NOGAL- LOS ALMENDROS,EL NOGAL- LOS ALMENDROS,missing
Belen Alameda,Casa,Usado,16 a 30 años,96.0,96.0,5.0,2,1,0,1,BELEN ALAMEDA,BELEN ALAMEDA,1
Calasanz parte alta,Apartamento,Usado,1 a 8 años,65.0,65.0,4.0,2,3,1,8,CALASANZ PARTE ALTA,CALASANZ PARTE ALTA,3+
Florida nueva,Casa,Usado,1 a 8 años,220.0,220.0,5.0,2,4,1,1,FLORIDA NUEVA,FLORIDA NUEVA,missing
Guayabal,Apartamento,Usado,más de 30 años,85.0,85.0,5.0,2,3,0,10,GUAYABAL,GUAYABAL,3+
Laureles,Casa,Usado,más de 30 años,281.0,281.0,6.0,5,9,0,1,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,más de 30 años,96.0,96.0,6.0,3,3,0,2,EL POBLADO,EL POBLADO,2
Loma de los bernal,Apartamento,Usado,9 a 15 años,87.0,87.0,5.0,2,3,2,10,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
Las palmas,Apartamento,Usado,1 a 8 años,72.0,72.0,6.0,2,2,1,9,LAS PALMAS,LAS PALMAS,missing
Laureles,Casa,Usado,1 a 8 años,130.0,130.0,4.0,3,3,0,1,LAURELES,LAURELES,1
El Poblado,Apartamento,Usado,16 a 30 años,7000.0,7000.0,5.0,2,2,1,12,EL POBLADO,EL POBLADO,missing
La linde,Apartamento,Usado,1 a 8 años,104.0,104.0,6.0,3,2,2,10,LA LINDE,LA LINDE,3+
El salvador,Apartamento,Usado,más de 30 años,120.0,120.0,3.0,1,2,0,1,EL SALVADOR,EL SALVADOR,1
Buenos aires,Apartaestudio,Usado,más de 30 años,28.0,28.0,3.0,1,1,0,1,BUENOS AIRES,BUENOS AIRES,1
Laureles,Apartamento,Usado,16 a 30 años,95.0,95.0,5.0,4,3,1,4,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,9 a 15 años,90.0,90.0,6.0,3,2,2,2,EL POBLADO,EL POBLADO,missing
Carlos e restrepo,Apartamento,Usado,9 a 15 años,120.0,120.0,4.0,2,4,1,3,CARLOS E RESTREPO,CARLOS E RESTREPO,3+
El Poblado,Apartamento,Usado,16 a 30 años,124.0,124.0,6.0,2,3,2,5,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,menor a 1 año,110.0,110.0,6.0,3,2,3,8,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,170.0,170.0,6.0,4,3,1,15,EL POBLADO,EL POBLADO,3+
San diego,Casa,Usado,1 a 8 años,11000.0,11000.0,6.0,2,2,2,1,SAN DIEGO,SAN DIEGO,missing
Belén,Apartamento,Usado,16 a 30 años,65.0,65.0,4.0,2,3,0,3,BELEN,BELEN,3+
Belen La Palma,Apartamento,Usado,1 a 8 años,80.0,80.0,4.0,2,3,1,6,BELEN LA PALMA,BELEN LA PALMA,missing
Prado,Apartaestudio,Usado,16 a 30 años,40.0,40.0,3.0,1,1,0,1,PRADO,PRADO,1
Buenos aires,Apartaestudio,Usado,más de 30 años,18.0,18.0,3.0,1,1,0,9,BUENOS AIRES,BUENOS AIRES,3+
El Poblado,Apartamento,Usado,16 a 30 años,80.0,80.0,4.0,2,3,2,6,EL POBLADO,EL POBLADO,missing
La castellana,Apartamento,Usado,16 a 30 años,78.0,78.0,5.0,2,3,1,9,LA CASTELLANA,LA CASTELLANA,3+
Laureles,Apartamento,Usado,16 a 30 años,165.0,165.0,5.0,3,3,2,2,LAURELES,LAURELES,missing
Belen Las Playas,Apartaestudio,Usado,9 a 15 años,32.0,32.0,3.0,1,1,0,3,BELEN LAS PLAYAS,BELEN LAS PLAYAS,missing
Belen Las Playas,Casa,Usado,16 a 30 años,85.0,85.0,3.0,2,4,0,1,BELEN LAS PLAYAS,BELEN LAS PLAYAS,missing
El Poblado,Apartamento,Usado,9 a 15 años,240.0,240.0,6.0,4,3,3,8,EL POBLADO,EL POBLADO,missing
Santa Mónica,Apartamento,Usado,1 a 8 años,80.0,80.0,4.0,2,3,0,6,SANTA MONICA,SANTA MONICA,missing
Las granjas,Apartamento,Usado,menor a 1 año,70.0,70.0,5.0,2,2,1,10,LAS GRANJAS,LAS GRANJAS,missing
Castropol,Apartamento,Usado,1 a 8 años,94.0,94.0,6.0,2,2,1,9,CASTROPOL,CASTROPOL,missing
El Poblado,Apartamento,Buen estado,9 a 15 años,71.0,71.0,6.0,2,3,1,16,EL POBLADO,EL POBLADO,3+
Vía Las Palmas,Apartamento,Usado,1 a 8 años,50.0,50.0,4.0,2,3,0,4,VIA LAS PALMAS,VIA LAS PALMAS,missing
El Poblado,Apartamento,Usado,más de 30 años,75.0,75.0,6.0,2,3,0,10,EL POBLADO,EL POBLADO,3+
Patio bonito,Apartamento,Usado,9 a 15 años,135.0,135.0,5.0,2,3,2,8,PATIO BONITO,PATIO BONITO,missing
El Poblado,Apartaestudio,Usado,16 a 30 años,40.0,40.0,6.0,1,1,1,2,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,6800.0,6800.0,4.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
El velodromo,Apartaestudio,Usado,16 a 30 años,20.0,20.0,4.0,1,1,0,18,EL VELODROMO,EL VELODROMO,3+
Los pinos,Apartamento,Usado,16 a 30 años,86.0,86.0,4.0,3,3,1,2,LOS PINOS,LOS PINOS,2
El Poblado,Apartamento,Usado,1 a 8 años,87.0,87.0,4.0,2,3,0,18,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Buen estado,9 a 15 años,66.0,66.0,5.0,2,1,1,5,EL POBLADO,EL POBLADO,3+
Cementerio universal,Apartamento,Usado,1 a 8 años,80.0,80.0,3.0,1,3,0,1,CEMENTERIO UNIVERSAL,OTROS,missing
Buenos aires,Apartaestudio,Usado,9 a 15 años,45.0,45.0,3.0,1,1,0,1,BUENOS AIRES,BUENOS AIRES,1
El Poblado,Apartamento,Usado,16 a 30 años,86.0,86.0,6.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
Belén,Apartamento,Usado,16 a 30 años,59.0,59.0,4.0,1,3,1,18,BELEN,BELEN,3+
Laureles,Casa,Usado,9 a 15 años,180.0,180.0,4.0,2,5,0,1,LAURELES,LAURELES,missing
Belen La Palma,Apartamento,Usado,menor a 1 año,56.0,56.0,4.0,2,2,0,5,BELEN LA PALMA,BELEN LA PALMA,3+
El Poblado,Apartamento,Usado,1 a 8 años,135.0,135.0,4.0,2,2,0,11,EL POBLADO,EL POBLADO,missing
Boston,Casa,Usado,9 a 15 años,370.0,370.0,4.0,9,9,1,1,BOSTON,BOSTON,1
Belén Los Alpes,Apartamento,Usado,1 a 8 años,135.0,135.0,3.0,3,5,0,1,BELEN LOS ALPES,BELEN LOS ALPES,missing
El Poblado,Apartamento,Usado,más de 30 años,78.0,78.0,4.0,2,3,0,15,EL POBLADO,EL POBLADO,3+
Pajarito,Apartamento,Usado,menor a 1 año,55.0,55.0,3.0,2,3,0,4,PAJARITO,PAJARITO,missing
Buenos aires,Apartamento,Usado,más de 30 años,53.0,53.0,3.0,2,3,1,13,BUENOS AIRES,BUENOS AIRES,3+
San javier,Apartaestudio,Usado,menor a 1 año,40.0,40.0,3.0,1,1,0,2,SAN JAVIER,SAN JAVIER,missing
El tesoro,Casa,Usado,1 a 8 años,75.0,75.0,3.0,2,2,1,1,EL TESORO,EL TESORO,missing
El Poblado,Apartamento,Usado,9 a 15 años,46.0,46.0,5.0,1,2,1,2,EL POBLADO,EL POBLADO,missing
Buenos aires,Apartamento,Usado,menor a 1 año,48.0,48.0,3.0,1,2,0,5,BUENOS AIRES,BUENOS AIRES,missing
Villa hermosa,Apartaestudio,Usado,menor a 1 año,32.0,32.0,4.0,1,1,0,3,VILLA HERMOSA,VILLA HERMOSA,missing
Campo valdes no1,Casa,Usado,16 a 30 años,53.0,53.0,3.0,2,3,0,2,CAMPO VALDES NO1,CAMPO VALDES NO1,2
Los Colegios,Apartamento,Usado,menor a 1 año,55.0,55.0,4.0,2,2,1,5,LOS COLEGIOS,OTROS,missing
Laureles,Apartamento,Usado,9 a 15 años,57.0,57.0,5.0,2,2,1,10,LAURELES,LAURELES,missing
Asomadera no2,Apartamento,Usado,16 a 30 años,86.0,86.0,5.0,2,3,1,3,ASOMADERA NO2,ASOMADERA NO2,missing
Laureles,Apartaestudio,Usado,16 a 30 años,35.0,35.0,3.0,1,1,0,1,LAURELES,LAURELES,1
Los Balsos,Apartamento,Usado,1 a 8 años,157.0,157.0,6.0,5,3,2,4,LOS BALSOS,LOS BALSOS,missing
Rodeo Alto,Apartamento,Usado,16 a 30 años,54.0,54.0,4.0,2,2,1,3,RODEO ALTO,RODEO ALTO,3+
Laureles,Casa,Usado,16 a 30 años,200.0,200.0,5.0,3,4,1,2,LAURELES,LAURELES,2
Simon bolivar,Apartamento,Usado,más de 30 años,250.0,250.0,6.0,2,3,1,6,SIMON BOLIVAR,SIMON BOLIVAR,missing
Loma del Indio,Apartamento,Usado,1 a 8 años,45.0,45.0,4.0,1,1,1,2,LOMA DEL INDIO,LOMA DEL INDIO,missing
El Poblado,Apartamento,Usado,1 a 8 años,121.0,121.0,6.0,3,2,2,1,EL POBLADO,EL POBLADO,1
Belén,Apartamento,Usado,16 a 30 años,93.0,93.0,4.0,2,2,1,8,BELEN,BELEN,3+
El Poblado,Apartamento,Usado,9 a 15 años,74.0,74.0,6.0,2,3,0,18,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,9 a 15 años,108.0,108.0,4.0,3,4,1,3,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,16 a 30 años,106.0,106.0,6.0,2,3,2,2,EL POBLADO,EL POBLADO,2
Laureles,Apartamento,Usado,16 a 30 años,128.0,128.0,5.0,3,3,1,4,LAURELES,LAURELES,3+
Astorga,Apartamento,Usado,1 a 8 años,132.0,132.0,6.0,3,2,2,2,ASTORGA,ASTORGA,missing
El velodromo,Apartamento,Usado,1 a 8 años,58.0,58.0,4.0,2,2,0,1,EL VELODROMO,EL VELODROMO,1
Conquistadores,Apartamento,Usado,1 a 8 años,90.0,90.0,5.0,3,3,1,2,CONQUISTADORES,CONQUISTADORES,2
Santa Mónica,Apartaestudio,Usado,9 a 15 años,33.4,33.4,4.0,1,1,0,1,SANTA MONICA,SANTA MONICA,1
Enciso,Apartamento,Usado,16 a 30 años,70.0,70.0,3.0,2,2,0,4,ENCISO,ENCISO,3+
Laureles,Apartaestudio,Usado,16 a 30 años,37.0,37.0,3.0,1,1,0,4,LAURELES,LAURELES,3+
Laureles,Apartamento,Usado,16 a 30 años,35.0,35.0,5.0,2,1,0,2,LAURELES,LAURELES,2
Belén,Apartamento,Usado,menor a 1 año,72.0,72.0,5.0,2,3,1,10,BELEN,BELEN,missing
Robledo,Casa,Buen estado,1 a 8 años,190.0,190.0,3.0,2,3,0,1,ROBLEDO,ROBLEDO,1
Laureles,Casa,Usado,más de 30 años,285.0,285.0,6.0,6,3,0,1,LAURELES,LAURELES,missing
El Poblado,Apartamento,Buen estado,más de 30 años,190.0,190.0,6.0,3,3,1,3,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,90.0,90.0,5.0,2,2,2,8,EL POBLADO,EL POBLADO,missing
El velodromo,Apartaestudio,Usado,1 a 8 años,43.0,43.0,5.0,1,1,0,3,EL VELODROMO,EL VELODROMO,3+
Loma del Indio,Apartamento,Nuevo,más de 30 años,73.0,73.0,4.0,2,3,1,2,LOMA DEL INDIO,LOMA DEL INDIO,2
El Poblado,Apartamento,Usado,9 a 15 años,232.0,232.0,6.0,4,3,3,1,EL POBLADO,EL POBLADO,missing
Loma del Indio,Apartamento,Usado,16 a 30 años,57.0,57.0,4.0,2,2,1,10,LOMA DEL INDIO,LOMA DEL INDIO,missing
El danubio,Casa,Usado,menor a 1 año,220.0,220.0,3.0,2,6,0,1,EL DANUBIO,OTROS,missing
Boston,Apartaestudio,Usado,16 a 30 años,30.0,30.0,3.0,1,1,0,2,BOSTON,BOSTON,2
San joaquin,Casa,Usado,1 a 8 años,120.0,120.0,4.0,3,3,1,1,SAN JOAQUIN,SAN JOAQUIN,missing
Belén Miravalle,Casa,Usado,1 a 8 años,220.0,220.0,4.0,4,3,1,2,BELEN MIRAVALLE,BELEN MIRAVALLE,2
Belén Rosales,Apartamento,Excelente estado,1 a 8 años,63.0,63.0,4.0,2,2,1,6,BELEN ROSALES,BELEN ROSALES,missing
Laureles,Apartamento,Usado,16 a 30 años,68.0,68.0,5.0,2,2,0,2,LAURELES,LAURELES,2
Laureles ,Apartamento,Nuevo,menor a 1 año,58.0,58.0,5.0,1,1,0,5,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,16 a 30 años,64.0,64.0,5.0,2,2,1,10,EL POBLADO,EL POBLADO,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,52.0,52.0,5.0,1,2,1,3,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Barrio Cristóbal,Apartaestudio,Usado,más de 30 años,32.0,32.0,3.0,1,1,0,3,BARRIO CRISTOBAL,BARRIO CRISTOBAL,3+
Laureles,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,2,3,1,7,LAURELES,LAURELES,missing
Vía Las Palmas,Apartamento,Usado,9 a 15 años,68.0,68.0,6.0,2,2,1,9,VIA LAS PALMAS,VIA LAS PALMAS,3+
Calasanz,Apartamento,Usado,1 a 8 años,77.0,77.0,4.0,2,3,1,6,CALASANZ,CALASANZ,3+
Belén,Casa,Usado,16 a 30 años,200.0,200.0,5.0,3,4,0,1,BELEN,BELEN,1
Los Balsos,Apartamento,Usado,1 a 8 años,86.0,86.0,6.0,2,3,1,3,LOS BALSOS,LOS BALSOS,missing
Laureles,Apartaestudio,Usado,16 a 30 años,35.0,35.0,5.0,1,1,1,3,LAURELES,LAURELES,missing
Lorena,Apartamento,Usado,1 a 8 años,42.0,42.0,5.0,1,2,0,4,LORENA,LORENA,3+
El Poblado,Apartamento,Buen estado,más de 30 años,138.0,138.0,6.0,2,3,2,5,EL POBLADO,EL POBLADO,3+
Calasanz,Apartamento,Usado,más de 30 años,65.0,65.0,4.0,2,2,0,16,CALASANZ,CALASANZ,3+
La castellana,Apartamento,Usado,16 a 30 años,113.0,113.0,5.0,2,3,1,2,LA CASTELLANA,LA CASTELLANA,2
